gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2005390818,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20512597,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.730733,-111.864813,4,,,,,,2019-02-18T13:29:02Z,18,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20512597,,,2019-02-21T06:06:34Z,CC_BY_NC_4_0,Merav Vonshak,Merav Vonshak,,,2019-02-25T02:18:09.447Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005390047,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20510372,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.729708,-111.865058,4,,,,,,2019-02-18T13:41:22Z,18,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20510372,,,2019-02-21T06:06:01Z,CC_BY_NC_4_0,Merav Vonshak,Merav Vonshak,,,2019-02-25T02:18:08.321Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005373480,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20452183,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,thornberi,VARIETY,Cylindropuntia acanthocarpa var. thornberi (Thornber & Bonker) Backeb.,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.754314,-111.497229,72,,,,,,2019-02-17T12:15:00Z,17,2,2019,3953594,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20452183,,,2019-02-19T04:20:07Z,CC_BY_NC_4_0,radinis,radinis,,,2019-02-25T02:17:42.558Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005363750,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20424522,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.610114,-111.711094,5,,,,,,2019-02-17T09:58:42Z,17,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20424522,,,2019-02-17T18:23:38Z,CC_BY_NC_4_0,tallhiker,tallhiker,,,2019-02-25T02:17:27.054Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005356115,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20401505,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.159275,-111.612045,,,,,,,2019-02-16T14:54:57Z,16,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20401505,,,2019-02-17T01:42:36Z,CC_BY_NC_4_0,devoooooooo,devoooooooo,,,2019-02-25T02:17:14.415Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005354404,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20394216,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,thornberi,VARIETY,Cylindropuntia acanthocarpa var. thornberi (Thornber & Bonker) Backeb.,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.885755,-111.815743,84,,,,,,2019-02-10T11:53:00Z,10,2,2019,3953594,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20394216,,,2019-02-19T04:19:43Z,CC_BY_NC_4_0,radinis,radinis,,,2019-02-25T02:17:11.603Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005354311,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20394199,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.885803,-111.815722,54,,,,,,2019-02-10T11:53:00Z,10,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20394199,,,2019-02-16T20:17:33Z,CC_BY_NC_4_0,radinis,radinis,,,2019-02-25T02:17:11.336Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005352454,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20387926,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.572384,-111.513954,,,,,,,2019-02-15T09:15:23Z,15,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20387926,,,2019-02-16T15:33:58Z,CC_BY_NC_4_0,Andy Bridges,Andy Bridges,,,2019-02-25T02:17:07.679Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005352325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20387625,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,thornberi,VARIETY,Cylindropuntia acanthocarpa var. thornberi (Thornber & Bonker) Backeb.,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.573719,-111.514236,,,,,,,2019-02-15T09:21:08Z,15,2,2019,3953594,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20387625,,,2019-02-18T20:24:50Z,CC_BY_NC_4_0,Andy Bridges,Andy Bridges,,,2019-02-25T02:17:07.474Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005345933,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20368241,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.216741,-111.140037,3,,,,,,2019-02-14T15:53:45Z,14,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20368241,,,2019-02-17T18:46:53Z,CC_BY_NC_4_0,Alan Bragg,Alan Bragg,,,2019-02-25T02:16:56.924Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005335079,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20335709,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.971161,-114.712601,,,,,,,2019-02-09T14:42:54Z,9,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20335709,,,2019-02-14T03:20:52Z,CC_BY_NC_4_0,Bob Miller,Bob Miller,,,2019-02-25T02:16:38.189Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005301213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20245820,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,34.3162,-114.105836,5,,,,,,2019-02-09T11:25:57Z,9,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20245820,,,2019-02-10T04:15:11Z,CC_BY_NC_4_0,Lauren Harter,Lauren Harter,,,2019-02-25T02:15:38.179Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005292621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20219016,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.408387,-112.070519,6000,,,,,,2018-12-30T13:44:53Z,30,12,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20219016,,,2019-02-09T06:17:09Z,CC_BY_NC_4_0,mstojano,mstojano,,,2019-02-25T02:15:23.507Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005285657,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20203063,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,34.478508,-113.996047,5,,,,,,2019-02-02T10:00:51Z,2,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20203063,,,2019-02-08T15:10:15Z,CC_BY_NC_4_0,Lauren Harter,Lauren Harter,,,2019-02-25T02:15:10.809Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005279434,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20027068,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.655674,-111.842947,2913,,,,,,2019-02-01T13:03:00Z,1,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20027068,,,,CC_BY_NC_4_0,Argyl Houser,Argyl Houser,,,2019-02-25T02:14:41.335Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005278816,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/19974395,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.009641,-114.689562,6,,,,,,2019-01-20T07:24:59Z,20,1,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,19974395,,,2019-01-30T20:53:03Z,CC_BY_NC_4_0,Bob Miller,Bob Miller,,,2019-02-25T02:14:33.571Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005278776,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/19970552,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.968197,-114.737122,,,,,,,2019-01-20T11:16:02Z,20,1,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,19970552,,,2019-01-30T16:41:34Z,CC_BY_NC_4_0,Bob Miller,Bob Miller,,,2019-02-25T02:14:32.962Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993768620,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20176880,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.569804,-112.50665,213,,,,,,2019-02-03T13:28:26Z,3,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20176880,,,2019-02-07T07:34:15Z,CC_BY_NC_4_0,tlwayman,tlwayman,,,2019-02-11T01:16:09.309Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993762819,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20160338,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.773299,-111.796342,10,,,,,,2019-02-06T12:18:10Z,6,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20160338,,,2019-02-06T23:19:13Z,CC_BY_NC_4_0,teachstu,teachstu,,,2019-02-11T01:15:58.923Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993762802,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20160284,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.7732,-111.796181,5,,,,,,2019-02-06T12:16:10Z,6,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20160284,,,2019-02-06T23:19:52Z,CC_BY_NC_4_0,teachstu,teachstu,,,2019-02-11T01:15:58.844Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993757576,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20141829,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.832653,-113.878762,5,,,,,,2018-06-08T15:17:26Z,8,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20141829,,,2019-02-06T01:06:01Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:48.995Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993757570,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20141852,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.832982,-113.879109,22,,,,,,2018-06-08T15:17:28Z,8,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20141852,,,2019-02-06T01:06:54Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:49.039Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993756851,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20139496,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,34.478967,-113.99523,5,,,,,,2019-02-02T10:50:02Z,2,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20139496,,,2019-02-05T23:13:00Z,CC_BY_NC_4_0,Lauren Harter,Lauren Harter,,,2019-02-11T01:15:47.676Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993753796,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20127512,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.831883,-113.8777,5,,,,,,2018-06-08T15:17:21Z,8,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20127512,,,2019-02-05T14:31:48Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:41.815Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993751540,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20102152,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.041572,-114.371155,10,,,,,,2018-06-09T14:53:07Z,9,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20102152,,,2019-02-05T04:51:20Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:37.788Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993751533,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20101794,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.037808,-114.346787,5,,,,,,2018-06-09T15:02:20Z,9,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20101794,,,2019-02-05T04:45:15Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:37.739Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993751519,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20101464,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.037978,-114.343147,5,,,,,,2018-06-09T15:02:58Z,9,6,2018,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20101464,,,2019-02-05T04:39:05Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-11T01:15:37.733Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993733408,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20042501,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.27798,-111.199149,5,,,,,,2019-02-02T17:17:55Z,2,2,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20042501,,,2019-02-03T00:18:58Z,CC_BY_NC_4_0,ttraubs,ttraubs,,,2019-02-11T01:15:02.866Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993719388,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20001074,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.006062,-114.695275,11,,,,,,2019-01-20T08:15:51Z,20,1,2019,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,20001074,,,2019-02-01T03:13:41Z,CC_BY_NC_4_0,Bob Miller,Bob Miller,,,2019-02-11T01:14:32.030Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990647904,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9780447,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.137889,-114.02478,5,,,,,,2017-05-12T12:22:15Z,12,5,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,9780447,,,2018-02-09T00:18:23Z,CC_BY_NC_4_0,Scott Byrd,Scott Byrd,,,2019-02-04T01:04:33.455Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990646549,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/886885,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.993772,-115.00072,466,,,,,,2014-09-18T18:01:51Z,18,9,2014,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,886885,,,2014-09-20T17:10:05Z,CC_BY_NC_4_0,Scott Loarie,Scott Loarie,,,2019-02-04T01:02:30.492Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84
1990645666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8305064,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.124005,-115.48309,,,,,,,2017-10-07T11:55:00Z,7,10,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,8305064,,,2017-10-08T01:34:40Z,CC_BY_NC_4_0,Tony Iwane,Tony Iwane,,,2019-02-11T01:28:31.905Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990644183,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7347354,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,31.958754,-112.804779,,,,,,,2017-07-31T06:55:13Z,31,7,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,7347354,,,2017-08-04T16:03:08Z,CC_BY_NC_4_0,Dalton Neuharth,Dalton Neuharth,,,2019-02-04T00:59:36.093Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990643540,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6962504,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.014978,-115.423142,,,,,,,2017-07-04T17:03:46Z,4,7,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,6962504,,,2017-07-08T02:56:54Z,CC_BY_NC_4_0,congonaturalist,congonaturalist,,,2019-02-04T00:58:47.591Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990642101,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6146940,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.111422,-114.868691,111,,,,,,2017-03-12T09:26:07Z,12,3,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,6146940,,,2017-06-03T00:39:54Z,CC_BY_NC_4_0,Matthew Salkiewicz,Matthew Salkiewicz,,,2019-02-04T00:57:08.281Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84
1990642037,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6096998,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia acanthocarpa,,SPECIES,Cylindropuntia acanthocarpa (Engelm. & J.M.Bigelow) Knuth,US,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.359403,-111.049697,,,,,,,2017-05-04T11:56:16Z,4,5,2017,7282888,7282888,HUMAN_OBSERVATION,iNaturalist,Observations,6096998,,,2019-01-17T04:52:52Z,CC_BY_NC_4_0,CK Kelly,CK Kelly,,,2019-02-04T00:57:01.485Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
